C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-AsTebYyWzpbEHCiZ9YP8kwHaPc.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-7Lw-SIZiI7ML1atMTF4WEQHaFV.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-E7GS40Qs6NV8OX0lI2N0GwHaFv.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\ea37b80821f7063ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\e832b60c2ffc1c22d2524518b7444f92e37fe5d404b0144390f8c770a1edb6_640.jpg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-s18KjwOaDIfmET474aZFtgHaEo.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\ea36b60b2bf4083ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-x4e6igonpr1ImnMoQG0POQHaFj.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-p9e0NQ72QRnO3zF7GsXdawHaGm.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-HoYdfchE5lm-NL_D_VsfugHaHZ.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\eb30b40b28f7083ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.png,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-kqw58jE7aYwQgbT1fmagxAHaEK.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\eb32b70f21f2073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.png,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-tyjErKW3CBjGeS39RZ3TwwHaE8.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-fsUI2GSvrPVHkNjtjQhnsQHaFj.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\ea34b9092bf6063ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-YVLFPqUqLTiQU-66HkcaEAHaEE.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-HnssZSKncsXlfiJOgvCWQAHaFi.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\e83cb7082cf11c22d2524518b7444f92e37fe5d404b0144390f8c770a2e9b5_640.jpg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-4BhnWjuF4k_IMrKT6PKDtgHaHa.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-cEsIZBo1Flu-QibQ36AyRwHaGA.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\ea37b00720f1043ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-GvQ8uxWEWDidUw4gcpSeVQHaIw.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-679ZlqcCUPiH82QAKLPu-wHaE9.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-UPBuTzXKsJ59xEFKNrw4EgHaEo.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-aE6XlZxrW6bm8052BCPcUwHaFD.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-E3qZV1H1IB3a7w_L_VTQcQHaEI.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-7429KXy3lzoskTTI2DWXMAHaEi.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-1wrgOJZTqtRAq_PXZOY2ZgAAAA.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-5aRCxfDeuGVIC3vNxZr33QHaE7.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-e28HHfRDnXcbe2pmH9xLvAHaFj.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-KWg4KMNgrBKanv_G5A08eQHaGb.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-h3qpeRSqR8MfHBfPTG1vSAHaEo.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-6AbVy3qOvTsCxj8oNJ91RwHaFj.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-U-PpacZcnEUrc37OWLViTAHaLH.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-71PNAQ7-1SR6Jgd-LF4qogHaEK.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-mLnoTJEHaCyMor24ZSyZogHaFj.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-dikiP-a3QWspjPvNQ-nGAAHaF7.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\ea37b10a21f5063ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-_EG1HDWodhRylNWRbJjMaQHaFj.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\ea35b50e2bf6033ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-F3LU-sr_Wy1uFvKFQzx-kAHaFj.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-XH1xtiJuRA8kTfTZo_M9cgHaDj.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-wNmWrFJWc1IBn4sbqtO3oAHaFx.jpeg,0
C:/Users/Administrator/Desktop/deeplearning/data\butterfly\OIP-fMWSVHyMMsYD9tft3xZDQQHaE5.jpeg,0
